Time (s);Ref Orientation;;;;IMU Acceleration;;;IMU Gyroscope;;;IMU Magnetometer;;;
;W;X;Y;Z;X;Y;Z;X;Y;Z;X;Y;Z;
0;1;0;0;0;0;0;9.81;0;0;0;-0.3434334;0.2081415;-0.9158224
0.01;1;0;0;0;0;0;9.81;0.0007676334;0.0003289863;0.001480433;-0.3434334;0.2081415;-0.9158224
0.02;1;3.838167e-06;1.644931e-06;7.402164e-06;-3.2273e-05;7.530508e-05;9.81;0.001535252;0.0006579693;0.002960818;-0.3434273;0.2081395;-0.9158251
0.03;1;1.151443e-05;4.934778e-06;2.220625e-05;-9.681532e-05;0.0002259152;9.81;0.002302841;0.0009869458;0.004441109;-0.3434151;0.2081356;-0.9158306
0.04;1;2.302863e-05;9.869507e-06;4.44118e-05;-0.0001936197;0.0004518303;9.81;0.003070385;0.001315913;0.005921258;-0.3433968;0.2081298;-0.9158387
0.05;1;3.838056e-05;1.644907e-05;7.401809e-05;-0.000322675;0.0007530504;9.81;0.00383787;0.001644866;0.007401217;-0.3433725;0.208122;-0.9158497
0.06;1;5.756991e-05;2.46734e-05;0.0001110242;-0.0004839667;0.001129575;9.81;0.004605281;0.001973804;0.00888094;-0.343342;0.2081122;-0.9158633
0.07;1;8.059631e-05;3.454242e-05;0.0001554289;-0.0006774765;0.001581405;9.81;0.005372602;0.002302722;0.01036038;-0.3433054;0.2081006;-0.9158797
0.08;1;0.0001074593;4.605603e-05;0.0002072308;-0.0009031824;0.002108539;9.81;0.00613982;0.002631617;0.01183949;-0.3432628;0.2080869;-0.9158987
0.09;1;0.0001381584;5.921412e-05;0.0002664282;-0.001161059;0.002710978;9.81;0.006906919;0.002960487;0.01331821;-0.343214;0.2080713;-0.9159205
0.1;0.9999999;0.000172693;7.401655e-05;0.0003330193;-0.001451076;0.00338872;9.809999;0.007673884;0.003289327;0.01479652;-0.3431592;0.2080538;-0.9159451
0.11;0.9999999;0.0002110624;9.046319e-05;0.0004070018;-0.001773202;0.004141767;9.809999;0.008440701;0.003618135;0.01627435;-0.3430983;0.2080342;-0.9159723
0.12;0.9999998;0.0002532659;0.0001085539;0.0004883736;-0.0021274;0.004970117;9.809999;0.009207355;0.003946907;0.01775166;-0.3430313;0.2080128;-0.9160023
0.13;0.9999998;0.0002993027;0.0001282884;0.0005771318;-0.002513629;0.00587377;9.809998;0.00997383;0.00427564;0.0192284;-0.3429582;0.2079893;-0.916035
0.14;0.9999997;0.0003491718;0.0001496666;0.0006732738;-0.002931845;0.006852726;9.809997;0.01074011;0.004604331;0.02070453;-0.3428791;0.2079639;-0.9160704
0.15;0.9999996;0.0004028724;0.0001726882;0.0007767964;-0.003382002;0.007906985;9.809996;0.01150619;0.004932976;0.02217999;-0.3427938;0.2079365;-0.9161085
0.16;0.9999995;0.0004604033;0.0001973531;0.0008876963;-0.003864048;0.009036545;9.809995;0.01227204;0.005261573;0.02365475;-0.3427025;0.2079071;-0.9161493
0.17;0.9999993;0.0005217634;0.000223661;0.00100597;-0.004377928;0.01024141;9.809994;0.01303765;0.005590117;0.02512874;-0.3426051;0.2078757;-0.9161929
0.18;0.9999992;0.0005869516;0.0002516116;0.001131614;-0.004923583;0.01152157;9.809992;0.01380302;0.005918607;0.02660194;-0.3425017;0.2078423;-0.9162391
0.19;0.9999989;0.0006559666;0.0002812046;0.001264623;-0.005500953;0.01287703;9.80999;0.01456811;0.006247038;0.02807429;-0.3423922;0.207807;-0.9162881
0.2;0.9999987;0.0007288071;0.0003124398;0.001404994;-0.006109971;0.01430779;9.809988;0.01533293;0.006575408;0.02954573;-0.3422766;0.2077696;-0.9163397
0.21;0.9999984;0.0008054716;0.0003453168;0.001552723;-0.006750568;0.01581385;9.809985;0.01609744;0.006903712;0.03101623;-0.342155;0.2077302;-0.9163941
0.22;0.9999981;0.0008859586;0.0003798354;0.001707804;-0.00742267;0.0173952;9.809982;0.01686165;0.007231949;0.03248575;-0.3420273;0.2076888;-0.9164512
0.23;0.9999977;0.0009702666;0.0004159952;0.001870232;-0.008126203;0.01905185;9.809978;0.01762553;0.007560114;0.03395422;-0.3418935;0.2076453;-0.9165109
0.24;0.9999973;0.001058394;0.0004537957;0.002040003;-0.008861086;0.0207838;9.809974;0.01838907;0.007888205;0.0354216;-0.3417537;0.2075998;-0.9165733
0.25;0.9999968;0.001150339;0.0004932367;0.00221711;-0.009627234;0.02259103;9.809969;0.01915225;0.008216217;0.03688786;-0.3416079;0.2075523;-0.9166385
0.26;0.9999962;0.0012461;0.0005343178;0.002401549;-0.01042456;0.02447356;9.809964;0.01991506;0.008544149;0.03835293;-0.341456;0.2075027;-0.9167063
0.27;0.9999956;0.001345674;0.0005770386;0.002593313;-0.01125298;0.02643138;9.809958;0.02067749;0.008871996;0.03981678;-0.3412981;0.2074511;-0.9167768
0.28;0.9999949;0.001449061;0.0006213986;0.002792396;-0.01211239;0.02846448;9.809951;0.02143952;0.009199756;0.04127935;-0.3411342;0.2073974;-0.9168499
0.29;0.9999941;0.001556258;0.0006673973;0.002998792;-0.01300269;0.03057287;9.809944;0.02220113;0.009527425;0.04274061;-0.3409643;0.2073416;-0.9169258
0.3;0.9999932;0.001667263;0.0007150345;0.003212493;-0.01392379;0.03275654;9.809935;0.02296231;0.009855;0.04420049;-0.3407883;0.2072837;-0.9170043
0.31;0.9999922;0.001782073;0.0007643095;0.003433494;-0.01487559;0.03501549;9.809926;0.02372305;0.01018248;0.04565897;-0.3406063;0.2072237;-0.9170854
0.32;0.9999912;0.001900687;0.0008152219;0.003661787;-0.01585796;0.03734972;9.809916;0.02448333;0.01050985;0.04711598;-0.3404183;0.2071616;-0.9171692
0.33;0.99999;0.002023102;0.0008677711;0.003897365;-0.0168708;0.03975923;9.809905;0.02524314;0.01083713;0.04857149;-0.3402243;0.2070974;-0.9172557
0.34;0.9999887;0.002149316;0.0009219568;0.00414022;-0.017914;0.042244;9.809893;0.02600246;0.01116429;0.05002544;-0.3400243;0.207031;-0.9173449
0.35;0.9999873;0.002279326;0.0009777783;0.004390344;-0.01898743;0.04480404;9.809879;0.02676127;0.01149135;0.0514778;-0.3398184;0.2069626;-0.9174366
0.36;0.9999858;0.00241313;0.001035235;0.00464773;-0.02009097;0.04743935;9.809865;0.02751957;0.01181829;0.0529285;-0.3396064;0.2068919;-0.917531
0.37;0.9999841;0.002550726;0.001094326;0.004912369;-0.0212245;0.05014991;9.809849;0.02827733;0.01214512;0.05437752;-0.3393885;0.2068191;-0.9176281
0.38;0.9999823;0.002692109;0.001155052;0.005184252;-0.02238789;0.05293573;9.809832;0.02903455;0.01247183;0.0558248;-0.3391646;0.2067441;-0.9177278
0.39;0.9999803;0.002837278;0.001217411;0.005463371;-0.02358101;0.0557968;9.809813;0.02979121;0.01279841;0.05727029;-0.3389347;0.2066669;-0.9178301
